organismo,proveedor,monto,fecha_licitacion,fecha_adjudicacion,objeto_licitacion,estado,dias_adjudicacion
INSTITUTO NACIONAL DE INCLUSION SOCIAL ADOLESCENTE,RATH GONZALEZ NOELIA MARIA,2047500.0,,2025-10-06,R/217633620014,ACTIVE,
TRIBUNAL DE LO CONTENCIOSO ADMINISTRATIVO,VIDART BONDARENKO JORGE LUIS,1139000.0,,2025-01-21,R/213876960012,ACTIVE,
FACULTAD DE CIENCIAS SOCIALES,ASOCIACION CIVIL CENTRO DE ESTUDIANTES DE CIENCIAS SOCIALES,884400.0,,2025-08-21,R/216219630010,ACTIVE,
DIRECCIÓN NACIONAL DE INDUSTRIAS,FIERRO VIGNOLI S A FIVISA,3828683.0,,2025-09-08,R/210000400017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,MOREIRA MOREIRA JULIO CESAR,1740000.0,,2025-02-05,R/219282770015,ACTIVE,
INSTITUTO NACIONAL DE INCLUSION SOCIAL ADOLESCENTE,BARBADOS S A,678075.0,,2025-09-23,R/040099750014,ACTIVE,
INSTITUTO NACIONAL DE REHABILITACIÓN,ISORAL S A,416500.0,,2025-03-20,R/213587750019,ACTIVE,
PODER JUDICIAL,ALFA ASCENSORES S A,5.040019680000001e+16,,2024-11-29,R/212043180015,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,FERNANDEZ REYES EDINSON OSVALDO,355000.0,,2025-03-13,R/170245700010,ACTIVE,
DIRECCIÓN GENERAL DE SERVICIOS GANADEROS,TAPARAUSKAS NADAL NICOLAS,860000.0,,2025-05-02,R/217236720012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,EINBAUEN LTDA,556231498.0,,2024-12-31,R/215424150019,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,ASOCIACION ESPAÑOLA PRIMERA DE SOCORROS MUTUOS,17290.0,,2025-06-10,R/212567060019,ACTIVE,
CONSEJO DE FORMACIÓN EN EDUCACIÓN,BELDO SOCIEDAD ANONIMA,12880000.0,,2025-06-18,R/211597940019,ACTIVE,
SERVICIO NACIONAL DE SANGRE,ESIRAT S A,716640.0,,2025-08-05,R/214317290013,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL ESTE,TED PELLA INC.,2.20055e+16,,2025-08-06,X/USA95-3033523,ACTIVE,
HOSPITAL MACIEL,GUNTER SCHAAF SOCIEDAD ANONIMA,423750.0,,2025-03-27,R/211371480017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,COOPERATIVA DE TRABAJO GURISES DEL NORTE,12496475.0,,2025-03-14,R/219696030016,ACTIVE,
CENTRO AUXILIAR DE BELLA UNIÓN,MOLINA BASTOS RAFAEL,167000.0,,2025-08-14,R/150836150018,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,VISION UNO SAS,68293.0,,2025-08-14,R/219459830019,ACTIVE,
DIREC. GENERAL DE SECRETARÍA.,LA FLOTTA LIMITADA,194546.0,,2025-08-01,R/030147340014,ACTIVE,
CENTRO AUXILIAR DE GUICHÓN,OLECAR S A,244393443.0,,2025-04-03,R/213590820014,ACTIVE,
OFICINAS CENTRALES Y ESCUELAS DEPENDIENTES DE RECTORADO,CALA MED ARGENTINA SRL,144000.0,,2025-11-13,G/30717004619,ACTIVE,
CONSEJO DIRECTIVO CENTRAL,OLECRAM S A,60000.0,,2025-10-13,R/215063100011,ACTIVE,
JEFATURA DE POLICÍA DE PAYSANDÚ,BERLINYERI VIERA VICTOR HUGO,1468033.0,,2025-11-14,R/120335680012,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,VERA ALONSO ROLANDO HEBER,306532787.0,,2025-06-13,R/210088920011,ACTIVE,
HOSPITAL DE SAN CARLOS,ULBRIKA URUGUAYA SOCIEDAD ANONIMA,95540.0,,2025-09-16,R/100010490015,ACTIVE,
JEFATURA DE POLICÍA DE RÍO NEGRO,ROSTAN LIMITADA,26595.0,,2025-08-08,R/130007900013,ACTIVE,
DIRECCIÓN NACIONAL DE CULTURA,RIOS GIL MARIA JIMENA,900000.0,,2025-01-24,R/219505970019,ACTIVE,
COMANDO GENERAL DE LA ARMADA,ALFACOM S.R.L.,45660.0,,2025-09-22,R/217808820017,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,NADELMAR SOCIEDAD ANONIMA,373572720.0,,2025-11-07,R/216201900016,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,"SCARPELLI RODRIGUEZ ALVARO EDGARDO, RIBEIRO PIGNATARO RODRIGO FERNANDO Y OTROS",6730000.0,,2025-05-20,R/215483470016,ACTIVE,
PRESIDENCIA DE LA REPÚBLICA,ADAGIO CONSULTORES S.R.L.,3.2786885300000004e+16,,2025-11-21,R/216328310017,ACTIVE,
INTENDENCIA DE CANELONES,BOOST COMUNICACION SAS,2000000.0,,2025-07-02,R/220232020016,ACTIVE,
INTENDENCIA DE COLONIA,TENIKLER S.R.L.,5026229.0,,2025-05-07,R/214418390013,ACTIVE,
HOSPITAL MACIEL,SOLARI CABRERA BRUNO OMAR,889254965.0,,2025-12-12,R/217648020018,ACTIVE,
JEFATURA DE POLICÍA DE SAN JOSÉ,ISMAR ELECTRICIDAD SRL,151475.0,,2025-12-30,R/170309760019,ACTIVE,
JEFATURA DE POLICÍA DE FLORES,WURTH DEL URUGUAY SOCIEDAD ANONIMA,5.263940000000001e+16,,2025-06-30,R/212053400018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,RIVERO COLMAN LUCILA LORENA Y MEDINA MONTERO WALTER ALBERTO,5965000.0,,2025-09-26,R/219323260016,ACTIVE,
DIRECCIÓN NACIONAL DE TURISMO,CRIBARI CABRERA VICTORIA,1300000.0,,2025-01-16,R/214763700013,ACTIVE,
INTENDENCIA DE MONTEVIDEO,PORTAL VIEIRA JOSE DAMIAN,2400000.0,,2025-01-22,R/180212810019,ACTIVE,
COMISIÓN ADMINISTRATIVA DEL PODER LEGISLATIVO,LUZARDO FORNELLA GUSTAVO,705000.0,,2025-06-24,R/212280270018,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,QUESMY SA,335000.0,,2025-02-04,R/217560690018,ACTIVE,
UNIDAD REGULADORA DE SERVICIOS DE ENERGÍA Y AGUA,DUTRA DA SILVEIRA SOARES DE LIMA MARIA MARTA,10470.0,,2025-02-11,R/217524950013,ACTIVE,
CENTRO DE REHABILITACIÓN MÉDICO OCUPACIONAL Y SICOSOCIAL,ALONSO BRUSCIANI MARTIN ENRIQUE,152500.0,,2025-06-05,R/020529560016,ACTIVE,
DIRECCIÓN NACIONAL DE BOMBEROS,BOBINADOS JORGE SAS,1471312.0,,2025-10-08,R/110441410018,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,SERVICIOS DE COMUNICACION Y TURISMO S R L,59582623.0,,2025-07-07,R/160148270018,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,ISORAL S A,822000.0,,2025-03-07,R/213587750019,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE PAYSANDÚ,LEOPOLDO GROSS Y ASOCIADOS S A,994818842.0,,2025-11-21,R/210000830011,ACTIVE,
INTENDENCIA DE MONTEVIDEO,OGUES CARUSSO LETICIA,681600.0,,2025-03-05,R/215393170013,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,IKAKO SOCIEDAD ANONIMA,319454541.0,,2025-04-09,R/216595240010,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,TECMES INSTRUMENTOS ESPECIALES SRL,102060.0,,2025-07-10,R/217981060010,ACTIVE,
DIRECCIÓN NACIONAL DE SANIDAD DE LAS FUERZAS ARMADAS,SOUTH GENETICS,84000.0,,2025-07-09,X/USA32-0622783,ACTIVE,
CENTRO DEPARTAMENTAL DE TACUAREMBÓ,BIOERIX SA,1.09675285e+16,,2025-05-06,R/213168300014,ACTIVE,
SECRETARÍA NACIONAL DEL DEPORTE,FRANARO S.A.,285000.0,,2025-05-08,R/216817320015,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,OTTATI GAMENARA MARIA GABRIELA,1.316488e+16,,2025-08-12,R/020204330011,ACTIVE,
INSTITUTO DEL NIÑO Y ADOLESCENTE DEL URUGUAY INAU,ORTIZ SCHNEIDER ESTEBAN RAUL,56753856.0,,2025-04-04,R/120218900016,ACTIVE,
INTENDENCIA DE FLORIDA,VALLES VENTURINI LEONARDO ALEXIS Y VALLES RIGALI RODRIGO,1918852456.0,,2024-01-30,R/220086800016,ACTIVE,
COMANDO GENERAL DEL EJÉRCITO,SABELIN S R L,5.9296423e+16,,2025-04-02,R/120050480015,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,DPS SOPORTES LÓGICOS S.A.,89520.0,,2025-07-08,R/212802070015,ACTIVE,
DIRECCIÓN NACIONAL DE VIALIDAD,TECHERA PEREYRA FRANCO MARTIN,6014160.0,,2025-06-18,R/220138660015,ACTIVE,
CENTRO AUXILIAR DE BELLA UNIÓN,COSTANTINO DI TOMMASO E HIJOS,1949518182.0,,2025-03-25,R/010009960012,ACTIVE,
FISCALIA GENERAL DE LA NACIÓN,ROBERT GUSTAVO CORREA RODRIGUEZ,109000.0,,2025-05-12,R/140093180018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,DENIS GONZALEZ DIEGO SEBASTIAN,2400000.0,,2025-09-22,R/217782100012,ACTIVE,
FACULTAD DE VETERINARIA,MACHIN PERDOMO WALTER JOSE,2796100.0,,2024-12-23,R/170277390017,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,FORMISUR S.A,84850.0,,2025-02-10,R/215312400013,ACTIVE,
CENTRO DEPARTAMENTAL DE SALTO,ELECTROMEDICAL S A,240000.0,,2025-06-10,R/213790700012,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,RODRIGUEZ GARCIA ELIAS OSVALDO Y BELL GARCIA MARISOL,48043632.0,,2025-09-20,R/215014300010,ACTIVE,
CENTRO DEPARTAMENTAL DE SAN JOSÉ,UMIRAL S A,41855184.0,,2023-05-03,R/213299380011,ACTIVE,
INTENDENCIA DE MONTEVIDEO,GONZALEZ BARRANQUE ANA PAOLA,1300000.0,,2025-03-14,R/218406880013,ACTIVE,
JEFATURA DE POLICÍA DE SAN JOSÉ,PIAZZETTA LONGUEIRA FERNANDO GABRIEL,2459016.0,,2025-11-18,R/110120760014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,PEREZ RAMOS JOSE GERMAN,600000.0,,2025-03-24,R/219476050018,ACTIVE,
HOSPITAL MACIEL,,,,,,UNSUCCESSFUL,
HOSPITAL VILARDEBÓ,CASELLA ROMERO EUGENIA,580000.0,,2025-10-27,R/220289090013,ACTIVE,
INTENDENCIA DE MONTEVIDEO,GREENPEL S A,23400000.0,,2025-11-21,R/214974360018,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,,,,,,UNSUCCESSFUL,
BANCO DE SEGUROS DEL ESTADO,ENKO SOCIEDAD ANONIMA,34013.0,,2025-03-20,R/210328200018,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,CEMA S A,576000.0,,2025-02-03,R/210429990014,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,DENTAL CASTRO LTDA.,245430.0,,2025-11-14,R/211654210010,ACTIVE,
DIRECCIÓN GENERAL DE SERVICIOS AGRÍCOLAS,FINONSUR S A,9400.0,,2025-07-30,R/215071100017,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,,,2025-03-19,,COMPRA DIRECTA 114/2025,,
INSTITUTO NACIONAL DE REHABILITACIÓN,ONTILPLACK SOCIEDAD ANONIMA,1583520.0,,2025-01-28,R/216112080013,ACTIVE,
CENTRO AUXILIAR DE PANDO,A. BERTOLOTTI S.A.,6926387.0,,2025-02-12,R/215092230017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,NEVOTECH S.A,8196722.0,,2025-04-08,R/214927530018,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,COOPERATIVA DE TRABAJO OBRERA DE CONSTRUCCIÓN MINUANA,10584780.0,,2025-01-21,R/090222760015,ACTIVE,
JEFATURA DE POLICÍA DE CERRO LARGO,ARCE SILVA JUANA BEATRIZ,62131132.0,,2025-02-28,R/030134150017,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,BARRACA URUGUAY SRL.,1286207.0,,2025-04-08,R/140094780019,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,URUFARMA S.A.,520200.0,,2025-10-16,R/211396450014,ACTIVE,
COMANDO GENERAL DE LA ARMADA,CABALLERO MONZILLO ANIBAL GERMAN,650000.0,,2025-02-24,R/217520030017,ACTIVE,
INTENDENCIA DE CANELONES,GONZALEZ VILCHES SRL,2.600659495e+16,,2025-02-07,R/218242380013,ACTIVE,
DIRECCIÓN DE EDUCACIÓN,EQUIPO''''S LTDA.,180000.0,,2025-08-26,R/211339440013,ACTIVE,
CENTRO DEPARTAMENTAL DE LAVALLEJA,FULLSYSTEM S R L,22109508.0,,2025-08-05,R/214964620017,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,SUAREZ VAZQUEZ MONICA BEATRIZ,572727272.0,,2025-06-13,R/040477140016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,MADERAS CIBILS S R L,6.516440000000001e+16,,2025-04-10,R/215152350013,ACTIVE,
FACULTAD DE VETERINARIA,"JOHN WILEY & SONS, INC",15503.0,,2025-01-24,X/USA13-5593032,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,ROCHALARMAS SAS,1.4833600000000002e+16,,2025-12-17,R/220507040012,ACTIVE,
CENTRO DEPARTAMENTAL DE SALTO,UNION DISPROFARMA SOCIEDAD ANONIMA,60000.0,,2025-07-07,R/212385690017,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE ROCHA,SETARIL SOCIEDAD ANONIMA,2459016.0,,2025-06-03,R/214002370010,ACTIVE,
INTENDENCIA DE CANELONES,RANZES SA,163500.0,,2025-07-29,R/219258440019,ACTIVE,
DIRECCIÓN NACIONAL DE TURISMO,SUNKLAY S.A.,7520000.0,,2025-10-29,R/218909060016,ACTIVE,
DIRECCIÓN NACIONAL DE TOPOGRAFÍA,ORGANIZACION DE LA PRENSA DEL INTERIOR,14400.0,,2025-06-03,R/210334360013,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL LITORAL NORTE,GONZALEZ PAIVA GERARDO SIMON,7495081950000001.0,,2025-02-20,R/160332060012,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,PERCOVICH NUÑEZ JOSE MAURICIO,2.365523e+16,,2025-03-17,R/217140050016,ACTIVE,
DIRECCIÓN NACIONAL DE SANIDAD DE LAS FUERZAS ARMADAS,CENTRO HOSPITALARIO PEREIRA ROSSELL,196130.0,,2025-09-11,R/214940650013,ACTIVE,
INSTITUTO DE HIGIENE,VILLA GIACCAGLI GUSTAVO ENRIQUE,1935000.0,,2025-02-10,R/216838420019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,BRILLADIL SAS,28000.0,,2025-01-29,R/218936720013,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,DE LEON ALEMAN MARTIN EDUARDO,3518540.0,,2025-08-02,R/215498820018,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,GONZALEZ ROVASCIO DIEGO SEBASTIAN,28737000.0,,2025-02-26,R/218445940013,ACTIVE,
INTENDENCIA DE MONTEVIDEO,,,2025-03-05,,COMPRA DIRECTA D167626/2025,,
ADMINISTRACIÓN NACIONAL DE PUERTOS,GIAZZU S A,2416800.0,,2025-02-13,R/214320640011,ACTIVE,
INTENDENCIA DE MONTEVIDEO,RUGLIO LAMELA JUAN DIEGO,860000.0,,2025-10-22,R/218392060014,ACTIVE,
ADMINSTRACIÓN NACIONAL DE CORREOS,SETRA S A,24000.0,,2025-07-11,R/214595930010,ACTIVE,
DIRECCIÓN GENERAL DE SERVICIOS GANADEROS,GADICOR SOCIEDAD ANONIMA,228400.0,,2025-11-18,R/214772270018,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,IBAÑEZ GUTIERREZ ALEXEI,4792320.0,,2025-10-23,R/219010020016,ACTIVE,
DIRECCIÓN GENERAL DE CASINOS,IGT,3898200.0,,2025-10-23,X/USA880062109,ACTIVE,
CENTRO AUXILIAR DE RÍO BRANCO,POLAKOF Y CIA SOCIEDAD ANONIMA,7362700537000001.0,,2025-09-25,R/100004430014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ALBA PEREIRA ANDREA PAOLA Y ALBA PEREIRA NATALIA VALERIA,2148400.0,,2025-04-29,R/218746730018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,MARTINEZ TELIZ ROBERT ALEJANDRO,3580000.0,,2025-04-28,R/219423450011,ACTIVE,
CONSEJO DIRECTIVO CENTRAL,SCANZIANI RODRIGUEZ ANDREA KARINA,78889547.0,,2025-11-21,R/214963050012,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,MILANO VEGLIO ADRIAN MARCELO,14524888.0,,2024-11-07,R/217550730017,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE ROCHA,CHAPNIKEVICH VALDEZ CARLOS JAIME,104940.0,,2025-12-29,R/150279570018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,GONZALEZ MASTROIANNI CARLOS DANIEL,12909836066.0,,2025-01-08,R/110200250012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,RODRIGUEZ ACOSTA DIEGO NELSON,3580000.0,,2025-03-12,R/219079190018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,RIENZI ARIAS MARTA CECILIA,87272724.0,,2024-07-16,R/214229010019,ACTIVE,
DIRECCIÓN NACIONAL DE CATASTRO,CLARA ANCHORENA ADRIANA,2497500.0,,2025-06-25,R/170142240017,ACTIVE,
PODER JUDICIAL,CAVALLERO DE LIMA ALEJANDRO,155000.0,,2025-03-06,R/020262460011,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,GRAMON BAGO DE URUGUAY S A,94140.0,,2025-04-24,R/210140630015,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,TRIAY PRIETO ANALIA,751000.0,,2025-01-28,R/170220020016,ACTIVE,
JEFATURA DE POLICÍA DE CERRO LARGO,BEJEREZ VIERA GIORDANO,96900.0,,2025-02-10,R/030134470011,ACTIVE,
INTENDENCIA DE MONTEVIDEO,VIDEOTIME LTDA,58000.0,,2025-03-11,R/212191600012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,VILLALBA MUÑOZ PAOLA,50000.0,,2025-10-13,R/217097280019,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,SUFARMA SOCIEDAD DE RESPONSABILIDAD LIMITADA,1631802.0,,2025-07-04,R/213320090013,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL ESTE,UNIVERSITY OF CALIFORNIA,189000.0,,2025-09-11,X/USA956006144,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,COR BARRETO SANDRA ADRIANA,24636364.0,,2025-09-04,R/213369250014,ACTIVE,
"DIRECCIÓN NACIONAL DE INNOVACIÓN, CIENCIA Y TECNOLOGÍA",CAMATL SOCIEDAD ANONIMA,45000.0,,2025-01-30,R/216760760011,ACTIVE,
HOSPITAL MACIEL,LABIMED SOCIEDAD ANONIMA,2155710.0,,2025-01-28,R/214395670015,ACTIVE,
JEFATURA DE POLICÍA DE ARTIGAS,"GULARTE COSTA JUAN DIONISIO Y KAISER TEJEIRA , MARCOS RAFAEL",1438361.0,,2025-12-01,R/010184000014,ACTIVE,
INTENDENCIA DE CANELONES,PRESA CORUJO GASTON LUIS,3390000.0,,2025-12-03,R/020254310014,ACTIVE,
INTENDENCIA DE COLONIA,SCHENCK LEMES JOAN MANUEL,2251415573.0,,2025-02-25,R/040275200018,ACTIVE,
DIRECCIÓN NACIONAL DE ARQUITECTURA,BARRACA PARANA S A,23680.0,,2025-12-04,R/210478750013,ACTIVE,
DIRECCIÓN NACIONAL DE SANIDAD POLICIAL,SIEMENS S.A,117028296.0,,2025-10-21,R/215463620012,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,ECOPLAN S R L,45353600.0,,2025-04-04,R/213587970019,ACTIVE,
PODER JUDICIAL,JOACAMAR SOCIEDAD ANONIMA,45163935.0,,2025-10-02,R/214218400015,ACTIVE,
CONSEJO DE EDUCACIÓN SECUNDARIA,AROSTEGUI FERRIZO MYCHEL IVAN,980000.0,,2025-06-02,R/100594570014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,GUEVARA ALVAREZ ALEJANDRO,55327869.0,,2025-05-26,R/220310080018,ACTIVE,
LABORATORIO QUÍMICO INDUSTRIAL FRANCISCO DORREGO,DIAZ Y DOCANTO S R L,520840.0,,2025-10-24,R/210294370013,ACTIVE,
FISCALIA GENERAL DE LA NACIÓN,MARTINEZ FERNANDEZ HAYDEE ROXANA,931639344.0,,2025-12-18,R/110244140018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,URUFARMA S.A.,3580500.0,,2025-11-10,R/211396450014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,VARELA LAMPARIELLO MATHIAS SEBASTIAN,41500.0,,2025-11-20,R/216954300016,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL ESTE,CISPLATINA SAS,6940.0,,2025-01-31,R/215230250018,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,UMPIERREZ LARRONDA SOFIA NATALIA,459030.0,,2025-02-05,R/200182110012,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,IT INTEGRACION TECNOLOGICA SRL,2520.0,,2025-06-24,R/216824730010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,BIMSA SOCIEDAD ANONIMA,908310477.0,,2024-12-31,R/210220630011,ACTIVE,
INTENDENCIA DE MONTEVIDEO,LOPEZ FRANCIA FEDERICO MATIAS,8050000.0,,2025-02-03,R/217424980018,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,ELECO S A,2982676.0,,2025-09-16,R/211110890017,ACTIVE,
HOSPITAL VILARDEBÓ,RAXO S.A.,42500.0,,2025-10-23,R/214477710010,ACTIVE,
DIRECCIÓN GENERAL DE SERVICIOS GANADEROS,DIARIO RURAL S A,249600.0,,2025-09-29,R/210311480012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,MAIDANA ALGIBAY HECTOR MARTIN,225000.0,,2025-09-15,R/215282980017,ACTIVE,
INSTITUTO NACIONAL DE REHABILITACIÓN,SERVIMAX SERVICIOS INTEGRALES SRL,1299500.0,,2025-10-28,R/190230770012,ACTIVE,
INTENDENCIA DE CANELONES,MOROY SILVA CLAUDIA MARIELA,36885245.0,,2025-05-13,R/120227710011,ACTIVE,
HOSPITAL DE SAN CARLOS,ALENYET SAS,198840.0,,2025-09-11,R/219921510016,ACTIVE,
DIRECCIÓN NACIONAL DE CULTURA,TAMBORINDEGUY GONZALEZ MARIA CRISTINA,500000.0,,2025-10-28,R/150591770019,ACTIVE,
HOSPITAL MACIEL,URUFARMA S.A.,340665.0,,2025-03-17,R/211396450014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,STABILE MARCELO DANIEL,3580000.0,,2025-09-26,R/216884210013,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,ROMERO GARCIA HECTOR DANILO,173114754.0,,2025-03-20,R/060057080015,ACTIVE,
OFICINAS CENTRALES Y ESCUELAS DEPENDIENTES DE RECTORADO,PINTOS RUBEN DANIEL,212000.0,,2025-02-04,R/217354970019,ACTIVE,
HOSPITAL DE SAN CARLOS,"BONJOUR VERA JOHANA CAROLL, CAPURRO AMORIM MATILDE Y OTROS",201599992.0,,2025-07-11,R/100830380015,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,FARIAS BRUN CLAUDIA ANAHI Y CHAPORE LUJAMBIO NESTOR CRESENCIO,5.57780929e+16,,2025-01-09,R/150161820010,ACTIVE,
DIRECCIÓN GENERAL DE LOS SERVICIOS,FRIOPAN SOCIEDAD ANONIMA,2227400.0,,2025-12-23,R/213968520019,ACTIVE,
CÁMARA DE REPRESENTANTES,GRAYMA SOCIEDAD ANONIMA,308182.0,,2025-06-27,R/212636500019,ACTIVE,
CONTADURÍA GENERAL DE LA NACIÓN,GRETTER BUSTO GUSTAVO,3510.0,,2025-03-18,R/213807310012,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,VERTICE URUGUAY LIMITADA,97565.0,,2024-11-28,R/214636650017,ACTIVE,
JUNTA DEPARTAMENTAL DE MONTEVIDEO,TECNOMAX SOCIEDAD ANONIMA,1880000.0,,2025-03-14,R/210203560019,ACTIVE,
JEFATURA DE POLICÍA DE COLONIA,PEREZ RODRIGUEZ CARLOS SEBASTIAN,360000.0,,2025-05-20,R/150792980010,ACTIVE,
HOSPITAL DE SAN CARLOS,BIOKEY S.A,835790.0,,2025-12-02,R/211224230016,ACTIVE,
DIRECCIÓN GENERAL DE LA GRANJA,FONTANA RODRIGUEZ SOFIA,444000.0,,2025-01-31,R/218006650010,ACTIVE,
ESTADO MAYOR DE LA DEFENSA,SURLEBRACE SA,10400.0,,2025-08-12,R/214777250015,ACTIVE,
JEFATURA DE POLICÍA DE MONTEVIDEO,ELISEO RIVERO SOCIEDAD ANONIMA,1754368.0,,2025-02-03,R/213789720013,ACTIVE,
CENTRO AUXILIAR DE CARMELO,COOPERATIVA SOCIAL CARMELITANA,642658412.0,,2025-06-02,R/040432250017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,TOMACON S A,34000.0,,2025-03-24,R/210261880012,ACTIVE,
HOSPITAL MACIEL,MURRY S A,541425.0,,2025-01-10,R/214843360014,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,GONZALEZ PIOLI NERIS ISAAC,980245.0,,2025-10-14,R/150061890017,ACTIVE,
CENTRO DEPARTAMENTAL DE CANELONES,LABORATORIOS CELSIUS S A,57150.0,,2025-07-03,R/210345980018,ACTIVE,
JEFATURA DE POLICÍA DE ARTIGAS,TM URUGUAY SRL,674098.0,,2025-06-26,R/020608180011,ACTIVE,
RED DE ATENCIÓN PRIMARIA AREA METROPOLITANA,ELECO S A,6553400.0,,2025-08-21,R/211110890017,ACTIVE,
INSTITUTO DEL NIÑO Y ADOLESCENTE DEL URUGUAY INAU,FUNDACIÓN DE LA ATLÁNTIDA ARGENTINA,2500000.0,,2025-12-05,X/ARG33680780019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,IZAGUIRRE SOSA OSCAR MIGUEL,4378275.0,,2022-09-06,R/219079140010,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,SUFARMA SOCIEDAD DE RESPONSABILIDAD LIMITADA,99000.0,,2025-11-04,R/213320090013,ACTIVE,
DIRECCIÓN NACIONAL DE LOTERÍAS Y QUINIELAS,THEONE SOCIEDAD ANONIMA,21341.0,,2025-12-26,R/216839180011,ACTIVE,
JEFATURA DE POLICÍA DE CANELONES,AUTO REPUESTOS LUCHO S A,11600.0,,2025-05-05,R/211402250018,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,COOPERATIVA DE TRABAJO CENTRO MEDICO ODONTOLOGICO CUARO,5.08368e+16,,2025-02-06,R/140110940011,ACTIVE,
